created_date,screen_name,retweet_user,weight,state,lat,longi,party,sentiment,congress,bjp,positive,negative,neutral,tweet
3/16/2019 18:42,PursueRam,DUMMY,1.0,Delhi,28.6517178,77.22193879999999,Congress,,1.0,0.0,0.0,0.0,0.0,@htTweets @RahulGandhi Dear @RahulGandhi even in a hospital different types of diet are given during medication. #LoksabhaElection2019 #LokSabhaElections2019 #Election2019
3/20/2019 8:59,ians_india,DUMMY,1.0,Delhi,28.6141793,77.2022662,Congress,positive,1.0,0.0,1.0,0.0,0.0,"#IANSspecial: Despite all the efforts put in place by #socialmedia companies to show who is paying for #Political advertisements on their platforms, the users may not know the actual amount spent to run political campaigns on these websites.

#LokSabhaElections2019 #Dangal2019 https://t.co/iKNBVbzS6P"
3/22/2019 9:34,jignesh323,MinhazMerchant,1.0,Gujarat,23.0216238,72.5797068,Congress,neutral,1.0,0.0,0.0,0.0,1.0,"RT @MinhazMerchant: With an advisor like ⁦@sampitroda⁩, who told a news agency that Pak can’t be blamed for #PulwamaTerrorAttack &amp; asked fo…"
3/20/2019 4:39,imrishabchachan,himantabiswa,1.0,Assam,26.1805978,91.753943,BJP,positive,0.0,1.0,1.0,0.0,0.0,RT @himantabiswa: Today met Hon PM Shri @narendramodi at his residence along with delegation of Karbi Anglong Autonomous Council. They ackn…
3/21/2019 14:57,anoopkrtiwari,DDNewsLive,1.0,Uttar Pradesh,27.530555300000003,81.9699821,BJP,positive,0.0,1.0,1.0,0.0,0.0,"RT @DDNewsLive: BJP's first list of 184 candidates for #LokSabhaElections2019

#Elections2019 https://t.co/q2rXd42Szq"
3/23/2019 2:27,shenoy70,timesofindia,1.0,Telangana,17.3616079,78.4746286,Congress,positive,1.0,0.0,1.0,0.0,0.0,"RT @timesofindia: #ElectionsWithTimes  #LokSabhaElections2019  

Lalu’s RJD to fight lowest-ever number of seats, gives half to allies 

Re…"
3/22/2019 4:18,Iam_chetanJoshi,PIB_India,1.0,Gujarat,24.1709794,72.4366375,Congress,neutral,1.0,0.0,0.0,0.0,1.0,"RT @PIB_India: #EligibleToVote

If your age is 18 years - your first and foremost responsibility is to vote and choose your government. Go…"
3/23/2019 19:24,td_das,ShahnawazBJP,1.0,West Bengal,22.5677459,88.34760229999999,BJP,neutral,0.0,1.0,0.0,0.0,1.0,"RT @ShahnawazBJP: I will not be contesting from Bhagalpur this time. As part of NDA alliance in Bihar, Nitish Kumar's JDU has taken my seat…"
3/23/2019 3:39,ReallyGupta,DUMMY,1.0,Karnataka,12.979119800000001,77.5912997,BJP,positive,0.0,1.0,1.0,0.0,0.0,"Remembering the indomitable courage &amp; supreme sacrifice of #BhagatSingh on #Martyrsday
Compare Life
Style of a #Mary &amp; that Head Chowkidar @narendramodi
Appropriating Chowkidar for #LokSabhaElections2019 https://t.co/lIfsm80FrB"
3/19/2019 13:23,imSachinK98,imSachinK98,1.0,Karnataka,12.8927148,76.3939638,Congress,positive,1.0,0.0,1.0,0.0,0.0,"RT @imSachinK98: #WeWantChowkidar today , tomorrow and forever for his valuable wok for the development of the nation and making #India a s…"
3/23/2019 13:49,swapnil13407743,ShahnawazBJP,1.0,Maharashtra,19.531932,76.0554568,BJP,positive,0.0,1.0,1.0,0.0,0.0,RT @ShahnawazBJP: My party has always kept faith in me &amp; previously given me tickets in 6 Lok Sabha Elections. I may not be contesting elec…
3/23/2019 15:02,Ch_Rahul29,Anurag_Office,1.0,Uttar Pradesh,25.3052849,83.0080184,BJP,neutral,0.0,1.0,0.0,0.0,1.0,"RT @Anurag_Office: We are ready !

Thankyou Sh @narendramodi ji &amp; Sh @AmitShah ji 🙏🏼

#LokSabhaElections2019 https://t.co/fZpPk9CAlq"
3/23/2019 11:04,Vivekbjpitup,ShahnawazBJP,1.0,Uttar Pradesh,27.1303344,80.859666,BJP,neutral,0.0,1.0,0.0,0.0,1.0,RT @ShahnawazBJP: I continue to enjoy the faith of BJP Karyakartas and senior leaders including blessings of BJP National President @AmitSh…
3/18/2019 15:13,fx16news,DUMMY,1.0,Tamil Nadu,10.909433400000001,78.3665347,Congress,,1.0,0.0,0.0,0.0,0.0,"#ElectionCommission tells Bombay HC, it will issue directions prohibiting all social media platforms from displaying political advertisements not pre-verified by it. #LoksabhaElections2019 #ElectionsWithFX16  https://t.co/i1iUnN5HRA"
3/20/2019 18:31,gahlotzone,DUMMY,1.0,Delhi,28.5673414,77.1588657,Congress,positive,1.0,0.0,1.0,0.0,0.0,"Isn't it the same case here in India as well...
#LokSabhaElections2019 https://t.co/8B9aYY5IHP"
3/19/2019 22:46,ksanthoshnayak,MrsGandhi,1.0,Karnataka,12.869810099999999,74.8430082,Congress,negative,1.0,0.0,0.0,1.0,0.0,"RT @MrsGandhi: Big blow to Congress in Maharashtra. Radhakrishna Vikhe Patil, their Leader of Opposition in Maharashtra Assembly has resign…"
3/20/2019 13:49,inewsofficial,DUMMY,1.0,Telangana,17.3616079,78.4746286,Congress,neutral,1.0,0.0,0.0,0.0,1.0,"#YSJagan Speech At Election Campaign In Palamaner | #Chittoor | #iNews

https://t.co/d37oVeXOe7

#APElections2019 #2019Elections #YSRCP"
3/21/2019 13:37,RhulKothekar1,RhulKothekar1,1.0,Maharashtra,21.0857492,77.666978,Congress,positive,1.0,0.0,1.0,0.0,0.0,"RT @RhulKothekar1: No point voting when we aren't getting justice. We want justice for eBIZ.
#justice4ebiz #justiceforebiz #nota #2019Elect…"
3/24/2019 9:15,vineet_pathak9,EconomicTimes,1.0,Delhi,28.6141793,77.2022662,Congress,neutral,1.0,0.0,0.0,0.0,1.0,"RT @EconomicTimes: Samajwadi Party releases its list of star campaigners; Akhilesh Yadav, Ram Gopal Yadav, Azam Khan, Dimple Yadav and Jaya…"
3/21/2019 15:12,dixit_amardeep,BisyarVickram,1.0,Madhya Pradesh,22.7203851,75.8682103,Congress,positive,1.0,0.0,1.0,0.0,0.0,"RT @BisyarVickram: #Parivartan Rally at Jantar Mantar New Delhi.
Media coverage by #neelaSalam News Channel.
Neither NDA nor UPA, #NOTA4Men…"
3/23/2019 8:01,tvjayan,DUMMY,1.0,Delhi,28.6141793,77.2022662,Congress,neutral,1.0,0.0,0.0,0.0,1.0,So @RahulGandhi to contest from #Wayanad in #LokSabhaElections2019 ?
3/24/2019 13:41,IMGYANENDRA,ECISVEEP,1.0,Delhi,28.6517178,77.22193879999999,Congress,neutral,1.0,0.0,0.0,0.0,1.0,"RT @ECISVEEP: Pride of the nation!
Those serving in armed forces and other identified services can enroll as Service Voters and exercise th…"
3/22/2019 6:49,journomayank,DUMMY,1.0,Delhi,28.6517178,77.22193879999999,Congress,negative,1.0,0.0,0.0,1.0,0.0,"Are you interested in #2019Elections ? 
Yes?  Then please find a little time &amp; read @MongabayIndia series on #Environment #Elections #EnvironmentandElections   
Our recent stories👇
https://t.co/HRKHX3MUFh"
3/21/2019 17:32,SaveSabrimala,Prof_Hariom,1.0,Jammu and Kashmir,32.7185614,74.8580917,BJP,positive,0.0,1.0,1.0,0.0,0.0,"RT @Prof_Hariom: Last tweet on BJP not giving mandate to expelled &amp; persecuted Kashmiri Hindus.
It is for them to react.
I did tweet on the…"
3/22/2019 10:13,itsfadnis,BJP4Karnataka,1.0,Karnataka,12.979119800000001,77.5912997,BJP,positive,0.0,1.0,1.0,0.0,0.0,RT @BJP4Karnataka: After seeing the statements of Indian Overseas Congress Chief we are only wondering if @INCIndia is contesting #LokSabha…
3/22/2019 7:18,mathrubhumieng,DUMMY,1.0,Kerala,11.2446144,75.7759372,BJP,positive,0.0,1.0,1.0,0.0,0.0,"Former cricketer Gautam Gambhir joins BJP, likely to contest LS polls https://t.co/abWs6qH74a
#LokSabhaElections2019"
3/15/2019 17:39,XpressBengaluru,anusharavi10,1.0,Karnataka,12.979119800000001,77.5912997,Congress,,1.0,0.0,0.0,0.0,0.0,RT @anusharavi10: AICC Election committee meeting that was scheduled to be held tomorrow in New Delhi postponed to March 19. Longer wait fo…
3/18/2019 8:09,spk_vignesh,Dayanidhi_Maran,1.0,Tamil Nadu,8.7295261,77.68523540000001,Congress,,1.0,0.0,0.0,0.0,0.0,RT @Dayanidhi_Maran: I thank my leader @mkstalin &amp; my party @arivalayam for the honour of representing #DMK in #ChennaiCentral for #Loksabh…
3/19/2019 9:29,ProshuncTOI,DUMMY,1.0,Maharashtra,21.1498134,79.0820556,BJP,positive,0.0,1.0,1.0,0.0,0.0,"#Breaking - In a big setback to Congress, ahead of #2019Elections, leader of opposition in #Maharashtra assembly, Radha Krishna Vikhe Patil, resigned as leader of opposition. He submitted his papers to Congress president Rahul Gandhi. The move came after his son joined the #BJP."
3/19/2019 6:39,thehansindiaweb,DUMMY,1.0,Telangana,17.3616079,78.4746286,Congress,positive,1.0,0.0,1.0,0.0,0.0,DMK Chief MK Stalin during the release of DMK Election Manifesto in Chennai: The seven prisoners of Rajiv Gandhi assassination case will be released on humanitarian basis. #LokSabhaElections2019 https://t.co/yNSxKvTvBV
3/21/2019 15:11,TVSPRAKASH,iamKavithaRao,1.0,Andhra Pradesh,17.7231276,83.30128420000001,Congress,neutral,1.0,0.0,0.0,0.0,1.0,"RT @iamKavithaRao: #TRS MP candidates list for 17 seats
#Telangana #LokSabhaElections2019 https://t.co/hrjWf6Jmby"
3/21/2019 14:42,raghava216,DUMMY,1.0,Telangana,17.3616079,78.4746286,BJP,positive,0.0,1.0,1.0,0.0,0.0,"@kishanreddybjp from Secunderabad is a sure shot winner! @BJP4Telangana @BJP4India 
#LokSabhaElections2019"
3/23/2019 12:30,NavStar04641572,ShahnawazBJP,1.0,Uttar Pradesh,27.1303344,80.859666,BJP,positive,0.0,1.0,1.0,0.0,0.0,RT @ShahnawazBJP: My party has always kept faith in me &amp; previously given me tickets in 6 Lok Sabha Elections. I may not be contesting elec…
3/23/2019 8:03,scdccmd,DUMMY,1.0,Tamil Nadu,13.080172099999999,80.2838331,Congress,neutral,1.0,0.0,0.0,0.0,1.0,"JAslamBasha :RT MastanValiINC: Blessing From Future #IndiraG  beloved leader Smt priyankagandhi ji Ahead Of #LokSabhaElections2019

#VoteForCongress https://t.co/ySwfNnUyin https://t.co/AbxZChiORw"
3/22/2019 6:47,rd227,DUMMY,1.0,Delhi,28.6141793,77.2022662,Congress,neutral,1.0,0.0,0.0,0.0,1.0,@muglikar_ I'll be disappointed if @INCIndia gets more than 20 seats in #LokSabhaElections2019
3/17/2019 6:03,ShobhanaSingh19,dna,1.0,Maharashtra,18.9387711,72.8353355,Congress,,1.0,0.0,0.0,0.0,0.0,"RT @dna: #LokSabhaElections2019: Maharashtra adds 1.19 crore new young voters
https://t.co/jjyuF0MaQI"
3/19/2019 13:16,I_V1NAY,sathi249,1.0,Karnataka,12.308682899999999,76.29060799999999,Congress,neutral,1.0,0.0,0.0,0.0,1.0,"RT @sathi249: Without reason, we don't call him has a pappu. If you need any proof pls watch this. 
Now, can gulamas depend this kind of at…"
3/19/2019 14:37,Ashiqur92563511,ndtv,1.0,Assam,26.185853899999998,91.7490569,Congress,negative,1.0,0.0,0.0,1.0,0.0,"RT @ndtv: Alliance race: Who has the edge? 

@DrAshwani_Kumar on @OnReality_Check 
#LokSabhaElections2019 https://t.co/M1VVbHqT8v"
3/22/2019 11:04,I_m_Manish_,DUMMY,1.0,Delhi,28.5673414,77.1588657,Congress,neutral,1.0,0.0,0.0,0.0,1.0,"#Whatsapp #University POWERED BY #JIO 😂😂😂 

 #LokSabhaElections2019 #India RT @mdrz98 #World #News #HappyFriday"
3/22/2019 10:18,ArraPraveen,BJP4Karnataka,1.0,Telangana,17.3616079,78.4746286,BJP,positive,0.0,1.0,1.0,0.0,0.0,RT @BJP4Karnataka: After seeing the statements of Indian Overseas Congress Chief we are only wondering if @INCIndia is contesting #LokSabha…
3/19/2019 6:22,AmbaGupta2,GoNews24x7,1.0,Madhya Pradesh,23.253092300000002,77.3962718,Congress,neutral,1.0,0.0,0.0,0.0,1.0,"RT @GoNews24x7: From Khurja to Guwahati, GoNews coverage of the 2019 elections and a report card on government performance @sadhika_tiwari…"
3/21/2019 5:04,gowriyo,DUMMY,1.0,Karnataka,12.979119800000001,77.5912997,Congress,positive,1.0,0.0,1.0,0.0,0.0,"18 yr old intern has been trying to get a voter ID. ~2 weeks https://t.co/c6Fl959lNE portal has failed to load, now too late to register. Form 6 doesn't download. 080-1950 helpline registered a complaint, still hasn't sent complaint ID. @ECofIndia #VoterID #LokSabhaElections2019"
3/21/2019 14:33,Yadavabhi79,aman_diol,1.0,Delhi,28.6517178,77.22193879999999,Congress,negative,1.0,0.0,0.0,1.0,0.0,"RT @aman_diol: Sir, Why all blame Congress only.
Cong+RJD offered 2 seats, 
Aarah and Begusarai (Kanhaiya) but CPI is not ready then what C…"
3/21/2019 8:44,AAP_ka_khabri,AAP_ka_khabri,1.0,Maharashtra,18.9387711,72.8353355,BJP,neutral,0.0,1.0,0.0,0.0,1.0,"RT @AAP_ka_khabri: #PMNarendraModiTrailer BJP and #MainBhiChowkidar own goal before #loksabhaelections2019 

Characters in both movies

Loo…"
3/19/2019 12:01,Alokpat53053798,ndtv,1.0,Delhi,28.6517178,77.22193879999999,Congress,neutral,1.0,0.0,0.0,0.0,1.0,RT @ndtv: #JustIn | Google says will set up system in 24 hours to fight fake news ahead of #LokSabhaElections2019
3/15/2019 17:43,YadavPkjyadav,DUMMY,1.0,Delhi,28.6141793,77.2022662,Congress,,1.0,0.0,0.0,0.0,0.0,"BSP supremo @Mayawati won't contest #2019Elections , say sources"
3/22/2019 6:26,Nagarajan544566,DeccanHerald,1.0,Kerala,10.01118,76.86717879999999,Congress,positive,1.0,0.0,1.0,0.0,0.0,RT @DeccanHerald: #KamalHaasan keeps up the suspense on whether he will enter the fray in the #LokSabhaElections2019 by announcing candidat…
3/24/2019 14:57,RAVINDRANATHJ11,satishacharya,1.0,Delhi,28.71745265,77.1508665461741,BJP,neutral,0.0,1.0,0.0,0.0,1.0,RT @satishacharya: PM Modi vs Star campaigner Modi! Cartoon for @AmarUjalaNews #2019Elections #PakistanDay https://t.co/qlmjYcXRHO
3/16/2019 4:22,BangaloreMirror,DUMMY,1.0,Karnataka,12.979119800000001,77.5912997,BJP,,0.0,1.0,0.0,0.0,0.0,"3 major political parties in Karnataka - BJP, Congress and the JD(S) - are finding it difficult to field formidable candidates for all 28 Lok Sabha Constituencies.

@BJP4Karnataka @INCKarnataka
@JanataDal_S 

#LokSabhaElections2019

https://t.co/XU1wX6CUYj"
3/22/2019 5:40,yashshukla13199,bharatpandyabjp,1.0,Gujarat,23.01985535,72.50341182678591,BJP,positive,0.0,1.0,1.0,0.0,0.0,"RT @bharatpandyabjp: Entire List of BJP Candidates contesting in the Lok Sabha Election. 

Congratulations to all the candidates announced…"
3/24/2019 11:33,varun18vijay,timesofindia,1.0,Karnataka,12.979119800000001,77.5912997,Congress,neutral,1.0,0.0,0.0,0.0,1.0,"RT @timesofindia: In UP, it is Yogi’s Hindutva vs caste math of alliance 

READ: https://t.co/csXxV6VmXp

#LokSabhaElections2019 #Elections…"
3/20/2019 2:34,nidhidan,MrsGandhi,1.0,Karnataka,12.979119800000001,77.5912997,Congress,positive,1.0,0.0,1.0,0.0,0.0,"RT @MrsGandhi: Big blow to Congress in Maharashtra. Radhakrishna Vikhe Patil, their Leader of Opposition in Maharashtra Assembly has resign…"
3/22/2019 0:47,IndianSongoku,InvincibleBabu,1.0,Maharashtra,19.531932,76.0554568,Congress,neutral,1.0,0.0,0.0,0.0,1.0,"RT @InvincibleBabu: @smritiirani will Win #Amethi
#loksabhaelections2019 @SmritiIraniOffc

@RahulGandhi it's time to show Work of Your &amp; Yo…"
3/24/2019 7:11,pk_ak_msd_fan,thetimes24,1.0,Telangana,17.8495919,79.1151663,Congress,neutral,1.0,0.0,0.0,0.0,1.0,"RT @thetimes24: Naidu’s TDP, Reddy’s YSR Congress JOINED Hands To Damage Pawan Kalyan’s JanaSena? 

#PawanKalyan #JanaSena #YSJagan #Chandr…"
3/22/2019 10:57,Singh_Harsh90,MinhazMerchant,1.0,Maharashtra,19.0308262,73.0198537,Congress,positive,1.0,0.0,1.0,0.0,0.0,"RT @MinhazMerchant: With an advisor like ⁦@sampitroda⁩, who told a news agency that Pak can’t be blamed for #PulwamaTerrorAttack &amp; asked fo…"
3/24/2019 14:03,bothrapawan53,NewIndianXpress,1.0,West Bengal,22.5677459,88.34760229999999,Congress,positive,1.0,0.0,1.0,0.0,0.0,"RT @NewIndianXpress: Union Minister KJ Alphons Kannathanam took tourism berth seriously, kick started his #LokSabhaElections2019 campaign i…"
3/20/2019 5:17,deveshthwal,FromBhaskar,1.0,Delhi,28.6141793,77.2022662,Congress,positive,1.0,0.0,1.0,0.0,0.0,RT @FromBhaskar: CM @ArvindKejriwal &amp; @AamAadmiParty's East Delhi Lok Sabha candidate @AtishiAAP blow the trumpet of AAP's campaign for #Lo…
3/19/2019 8:49,AAPtimusPrimee,timesofindia,1.0,Karnataka,12.979119800000001,77.5912997,BJP,negative,0.0,1.0,0.0,1.0,0.0,"RT @timesofindia: 70 organisations to campaign against BJP in 50 cities over jobs 

READ: https://t.co/DyEhopq0QF

#LokSabhaElections2019 #…"
3/19/2019 12:35,PIB_India,DUMMY,1.0,Delhi,28.6141793,77.2022662,Congress,neutral,1.0,0.0,0.0,0.0,1.0,"It is your responsibility as a good citizen to remove your multiple entries from electoral roll 

⚫️Visit https://t.co/uykQr7FxxJ to remove multiple entries in Electoral Roll

#LokSabhaElections2019 #GeneralElections2019 #NoVoterToBeLeftBehind https://t.co/8kx6h49BS1"
3/19/2019 18:38,inqalabbharat1,timesofindia,1.0,Madhya Pradesh,22.7203851,75.8682103,BJP,positive,0.0,1.0,1.0,0.0,0.0,"RT @timesofindia: LS polls a fight between Modi, Amit Shah and nation: Raj Thackeray 

https://t.co/6Z9UlNaXSZ  

#LokSabhaElections2019 #E…"
3/17/2019 11:49,Chinmay_Upadhya,srinidhiacharya,1.0,Karnataka,12.979119800000001,77.5912997,Congress,,1.0,0.0,0.0,0.0,0.0,"RT @srinidhiacharya: A picture speaks a thousand words.
Take your pick👆🏼

#PadmaAwards
#SundayThoughts
#ShameOnCongress
#LokSabhaElections2…"
3/15/2019 18:23,im_sahir,IAmErAijaz,1.0,West Bengal,22.5677459,88.34760229999999,BJP,,0.0,1.0,0.0,0.0,0.0,"RT @IAmErAijaz: In preparations for #LokSabhaElections2019, BJP Workers Convention was held at #Srinagar #Kashmir today in which National V…"
3/18/2019 8:29,manjutangadi,DUMMY,1.0,Karnataka,14.520389600000001,75.7223521,BJP,,0.0,1.0,0.0,0.0,0.0,I requesting beloved @narendramodi  ji @BSYBJP @AmitShah ji please give a Chance to @sumalathaA mam in @BJP4India. 100% she will win dis #2019Elections in Karnataka.  @TheNameIsYash ji @dasadarshan sir both r supported &amp; those r also have Good #SocialWorkers.
3/21/2019 14:38,MithunTejasvi,timesofindia,1.0,Tamil Nadu,13.001028999999999,79.99177420000001,BJP,neutral,0.0,1.0,0.0,0.0,1.0,"RT @timesofindia: Here's the list of 184 candidates declared by BJP for #LokSabhaElections2019 

#ElectionWithTimes 

LIVE updates: https:/…"
3/18/2019 9:10,SejalS04,DUMMY,1.0,Maharashtra,18.9387711,72.8353355,Congress,,1.0,0.0,0.0,0.0,0.0,Great advice for our Elections. #loksabhaelections2019 https://t.co/umNSwa7rmO
3/24/2019 9:17,djgoodlook,ShahnawazBJP,1.0,Maharashtra,18.5203062,73.8543185,BJP,neutral,0.0,1.0,0.0,0.0,1.0,"RT @ShahnawazBJP: I will not be contesting from Bhagalpur this time. As part of NDA alliance in Bihar, Nitish Kumar's JDU has taken my seat…"
